有计算任务
43   47 44 28 26 24 32 42 34 67 40 28 30 30 30 29 37 27 37 30 28 27 30 31 29 35 38 35 30 41 32 46 43 26 39 37 24 29 32 35 28 34 33 30 35 35 36 36 40 37 40 30 34 38 35 39 33 37 38 27 33 35 42 47 32 31 24 38 29 32 26 29 38 36 28 33 36 30 24 29 34 34 32 28 34 35 35 29 30 23 31 35 51 33 50 30 57 33 40 37

无计算任务（tokio)
26 27 28 26 29 26 26 27 28 29 29 25 25 25 29 26 29 31 28 26 29 27 28 27 28 33 27 28 27 27 27 27 26 27 27 27 26 29 27 26 28 26 28 27 27 27 27 26 27 25 29 28 26 29 28 29 26 26 28 27 43 29 29 29 29 25 25 27 26 26 28 27 27 28 27 27 28 25 27 26 27 26 27 28 29 28 28 27 30 33 28 28 30 29 26 26 26 29 26 26

无计算任务

28  25  30  25  26  25  26  25  25  27  28  25  29  24  25  27  27  24  23  24  25  31  25  27  26  29  26  26  25  25  29  24  27  23  29  25  27  28  24  25  24  24  24  28  27  23  25  30  24  24  25  25  27  26  24  25  26  24  25  26  27  31  27  28  29  26  23  26  25  27  25  27  31  31  30  23  26  23  25  26  26  24  25  25  27  26  27  24  24  26  28  26  25  29  26  29  24  27  24  25

tokio
26 25 26 27 26 29 26 27 27 26 27 25 26 27 25 25 28 27 34 27 26 26 28 28 28 27 27 26 26 25 28 27 28 25 26 25 26 27 27 28 27 29 26 28 26 25 27 26 26 28 27 25 29 30 29 27 26 27 25 27 26 27 27 27 29 27 25 39 27 26 26 28 28 27 26 26 25 27 27 28 26 28 27 26 28 27 27 28 26 26 28 28 26 26 28 25 27 26 26 28
